employee_id,hours_logged,billable_hours
EMP0176,6.04,4.95
EMP0352,7.41,6.08
EMP0845,4.95,4.06
EMP0171,9.24,7.58
EMP0097,7.07,5.8
EMP0182,9.19,7.54
EMP0577,6.56,5.38
EMP0394,6.56,5.38
EMP0478,6.18,1.54
EMP0832,8.8,7.22
EMP0016,6.26,5.13
EMP0375,8.43,2.11
EMP0498,6.79,5.57
EMP0390,4.24,1.06
,6.49,5.32
EMP0831,5.51,4.52
EMP0453,7.45,1.86
EMP0049,5.5,1.38
EMP0080,8.88,7.28
EMP0048,7.25,5.94
EMP0562,7.12,5.84
EMP0756,8.45,6.93
EMP0837,8.94,7.33
EMP0103,7.37,6.04
EMP0268,6.17,5.06
EMP0698,4.56,3.74
EMP0465,6.3,1.57
EMP0083,6.41,5.26
EMP0736,7.57,6.21
EMP0805,6.85,5.62
EMP0742,8.5,6.97
EMP0636,6.42,1.6
EMP0053,7.31,1.83
EMP0563,9.29,2.32
EMP0242,7.95,6.52
EMP0097,7.3,5.99
EMP0481,6.44,5.28
EMP0420,6.39,5.24
EMP0395,6.04,1.51
EMP0076,6.53,1.63
EMP0622,8.61,2.15
EMP0730,7.04,1.76
EMP0414,5.24,4.3
EMP0008,10.23,8.39
EMP0850,7.91,6.49
EMP0347,5.15,4.22
EMP0487,6.69,1.67
EMP0076,7.58,6.22
EMP0233,10.13,8.31
EMP0001,5.63,4.62
EMP0474,8.96,2.24
EMP0573,9.64,2.41
EMP0353,6.39,1.6
EMP0443,6.96,5.71
EMP0839,5.74,4.71
EMP0617,7.07,1.77
EMP0791,7.34,1.83
EMP0046,8.46,2.12
EMP0778,9.14,7.49
EMP0648,6.2,5.08
EMP0242,4.25,1.06
EMP0105,7.37,1.84
EMP0842,7.87,6.45
EMP0352,7.8,6.4
EMP0825,6.88,5.64
EMP0506,7.6,1.9
EMP0011,9.82,8.05
EMP0683,8.01,6.57
EMP0265,6.8,5.58
EMP0798,6.6,5.41
EMP0009,7.13,1.78
EMP0198,10.02,8.22
EMP0111,7.11,5.83
EMP0179,7.37,6.04
EMP0521,6.63,5.44
EMP0177,9.16,7.51
EMP0142,10.54,8.64
EMP0283,8.12,6.66
EMP0335,7.53,6.17
EMP0789,7.46,6.12
EMP0550,3.59,2.94
EMP0005,8.59,7.04
EMP0840,7.61,1.9
EMP0142,8.09,6.63
EMP0776,6.26,5.13
EMP0181,6.78,5.56
EMP0410,6.74,1.69
EMP0798,9.03,7.4
EMP0626,6.79,5.57
EMP0700,10.73,8.8
EMP0276,8.09,2.02
EMP0003,5.36,4.4
EMP0453,7.19,1.8
EMP0511,6.36,5.22
EMP0448,3.89,3.19
EMP0158,9.96,8.17
EMP0164,8.53,6.99
EMP0081,8.25,6.76
EMP0471,7.66,6.28
EMP0810,5.19,1.3
EMP0729,6.63,5.44
EMP0574,8.75,7.17
EMP0632,5.72,4.69
EMP0847,3.35,0.84
EMP0528,7.04,5.77
EMP0711,7.17,5.88
EMP0406,7.62,6.25
EMP0042,8.57,7.03
EMP0479,8.42,6.9
EMP0123,7.81,6.4
EMP0235,9.31,2.33
EMP0135,4.97,1.24
EMP0499,8.21,6.73
,8.4,6.89
EMP0718,5.42,4.44
EMP0778,5.0,4.1
EMP0502,6.21,5.09
EMP0770,6.34,1.58
EMP0024,8.61,7.06
EMP0489,6.42,5.26
EMP0751,6.03,4.94
EMP0272,6.42,5.26
EMP0615,9.19,7.54
EMP0418,7.42,6.08
EMP0224,7.11,5.83
EMP0620,7.22,1.8
EMP0181,9.47,7.77
EMP0490,6.2,5.08
EMP0197,9.5,7.79
EMP0513,7.74,1.94
EMP0191,7.14,1.78
EMP0675,11.4,2.85
EMP0764,5.71,4.68
EMP0544,6.83,1.71
EMP0833,5.43,4.45
EMP0809,8.92,7.31
EMP0826,10.1,8.28
EMP0725,10.07,8.26
EMP0132,9.36,7.68
EMP0276,7.08,1.77
EMP0559,6.82,5.59
EMP0196,4.73,1.18
EMP0773,10.66,2.67
EMP0738,8.15,6.68
EMP0650,6.61,5.42
EMP0020,9.5 hrs,2.38
EMP0230,5.84,4.79
,8.05,6.6
EMP0486,7.12,1.78
EMP0449,8.42,2.1
EMP0661,7.3,5.99
EMP0729,5.08,4.17
EMP0524,7.52,1.88
EMP0567,9.08,7.45
EMP0301,7.35,6.03
EMP0348,8.64,7.08
EMP0723,5.73,4.7
EMP0658,7.36,6.04
EMP0462,6.4,5.25
EMP0419,8.6,2.15
EMP0337,7.45,6.11
EMP0667,8.5,6.97
EMP0440,9.14,7.49
EMP0156,8.51,6.98
EMP0014,7.84,6.43
EMP0712,5.8,4.76
EMP0158,7.4,6.07
EMP0476,6.55,5.37
EMP0113,6.85,1.71
EMP0553,6.8,1.7
EMP0098,5.83,4.78
EMP0294,4.27,3.5
EMP0575,6.33,5.19
EMP0198,7.71,6.32
EMP0376,5.24,4.3
EMP0607,7.43,6.09
EMP0374,10.44,2.61
EMP0103,9.04,7.41
EMP0647,10.03,8.22
EMP0824,8.03,6.58
EMP0565,9.27,7.6
EMP0188,6.24,5.12
EMP0356,6.37,5.22
EMP0477,3.02,2.48
EMP0648,9.3,7.63
EMP0024,9.86,2.46
EMP0352,6.51,5.34
,6.99,5.73
EMP0267,6.19,5.08
EMP0303,8.01,6.57
EMP0774,9.2,7.54
EMP0043,4.61,3.78
EMP0540,8.06,6.61
EMP0361,6.96,5.71
EMP0506,7.58,6.22
EMP0141,8.13,6.67
EMP0624,7.1,5.82
EMP0511,7.23,5.93
EMP0151,7.06,1.76
EMP0480,8.95,7.34
EMP0824,8.07,6.62
EMP0653,7.75,6.35
EMP0275,5.37,4.4
EMP0545,6.79,5.57
EMP0373,8.84,7.25
EMP0107,7.46,1.86
EMP0009,8.46,6.94
EMP0062,10.23,8.39
EMP0352,9.06,7.43
EMP0728,7.55,6.19
EMP0486,6.58,5.4
EMP0307,3.31,0.83
EMP0794,7.13,5.85
EMP0396,6.88,5.64
EMP0303,8.02,6.58
EMP0595,7.15,5.86
EMP0422,6.89,5.65
EMP0562,4.55,3.73
EMP0009,5.9,1.48
EMP0338,8.16,6.69
EMP0568,10.2 hrs,2.54
EMP0278,7.24,1.81
EMP0197,7.92,6.49
EMP0172,8.92,7.31
EMP0265,6.1,5.0
EMP0166,7.99,6.55
EMP0594,6.22,5.1
EMP0704,8.78,7.2
EMP0752,7.64,6.26
EMP0848,7.9 hrs,6.46
EMP0100,6.15,1.54
EMP0347,8.53,2.13
EMP0727,10.74,8.81
EMP0504,5.79,4.75
EMP0408,6.86,5.63
EMP0750,7.77,1.94
EMP0588,8.66,2.17
EMP0407,6.5,1.62
EMP0366,2.87,2.35
EMP0683,9.57,7.85
EMP0843,8.62,7.07
EMP0172,4.61,1.15
EMP0818,6.43,5.27
EMP0827,9.91,8.13
EMP0532,9.72,2.43
EMP0798,8.9,2.23
EMP0414,7.12,5.84
EMP0733,7.53,6.17
EMP0770,7.19,5.9
EMP0649,9.21,2.3
EMP0318,6.0,4.92
EMP0472,6.11,5.01
EMP0038,9.02,7.4
EMP0368,7.33,6.01
EMP0668,9.61,2.4
EMP0593,6.33,5.19
EMP0669,7.31,5.99
EMP0679,5.92,1.48
EMP0153,7.41,6.08
EMP0475,5.03,4.12
EMP0815,6.62,5.43
EMP0751,5.1,1.27
EMP0588,8.51,2.13
EMP0516,8.55,2.14
EMP0633,4.63,1.16
EMP0214,9.53,2.38
EMP0449,11.4,2.85
EMP0224,7.47,6.13
EMP0707,6.37,5.22
EMP0772,11.92,9.77
EMP0216,5.29,1.32
EMP0310,7.43,6.09
EMP0344,7.69,6.31
EMP0083,9.55,7.83
EMP0015,7.98,6.54
EMP0304,6.6,5.41
EMP0767,5.88,4.82
EMP0702,6.85,1.71
EMP0307,5.79,4.75
EMP0111,7.48,6.13
EMP0169,6.5,1.62
EMP0216,5.01,4.11
EMP0493,9.41,7.72
EMP0243,6.6,5.41
EMP0257,5.37,4.4
EMP0270,7.13,5.85
EMP0384,7.51,6.16
EMP0318,4.61,3.78
EMP0109,7.93,1.98
EMP0690,5.72,4.69
EMP0129,10.14,8.31
EMP0317,8.24,2.06
,6.76,5.54
EMP0527,6.21,5.09
EMP0519,7.23,5.93
EMP0778,8.38,6.87
,7.36,6.04
EMP0668,7.05,5.78
EMP0326,7.49,6.14
EMP0521,6.43,5.27
EMP0226,6.85,5.62
EMP0747,4.06,3.33
EMP0683,8.96,7.35
EMP0441,7.88,6.46
EMP0584,6.16,1.54
EMP0759,10.44,8.56
EMP0384,7.54,6.18
EMP0379,5.74,4.71
EMP0102,8.77,7.19
EMP0282,8.04,6.59
EMP0032,8.03,2.01
EMP0098,6.72,5.51
EMP0336,8.12,6.66
EMP0138,6.98,5.72
EMP0149,8.29,2.07
EMP0530,4.35,1.09
EMP0186,6.71,5.5
EMP0286,10.16,8.33
EMP0688,6.17,5.06
EMP0734,6.43,5.27
EMP0708,6.68,5.48
EMP0012,5.46,4.48
EMP0072,3.87,3.17
EMP0221,7.03,5.76
EMP0491,7.62,6.25
EMP0404,7.32,1.83
EMP0811,7.17,5.88
EMP0220,7.47,6.13
EMP0063,9.04,7.41
EMP0332,7.1,5.82
EMP0102,6.48,5.31
EMP0676,6.95,5.7
EMP0266,8.33,6.83
EMP0304,9.66,7.92
EMP0194,6.39,5.24
EMP0646,7.56,6.2
EMP0058,7.94,1.99
EMP0370,5.81,4.76
EMP0325,7.43,6.09
EMP0500,5.05,1.26
EMP0115,4.57,3.75
EMP0826,7.99,6.55
EMP0182,6.79,5.57
EMP0234,7.72,6.33
EMP0800,7.37,6.04
EMP0487,5.8 hrs,4.79
EMP0154,7.33,6.01
EMP0490,5.43,4.45
EMP0755,9.63,7.9
EMP0755,5.23,1.31
EMP0613,7.09,5.81
EMP0227,5.73,1.43
EMP0079,8.31,6.81
EMP0516,6.87,5.63
EMP0226,6.57,5.39
EMP0308,8.77,7.19
EMP0600,7.45,6.11
EMP0558,8.23,6.75
EMP0763,5.83,4.78
EMP0012,5.15,4.22
EMP0800,7.57,6.21
EMP0481,6.89,1.72
EMP0412,8.4,6.89
EMP0575,7.27,5.96
EMP0095,7.73,6.34
EMP0306,4.8,3.94
EMP0026,10.42,2.6
EMP0375,7.14,1.78
EMP0699,8.52,6.99
EMP0705,6.06,4.97
EMP0080,7.89,6.47
EMP0583,5.32,4.36
EMP0792,8.12,2.03
EMP0267,6.83,5.6
EMP0833,7.45,6.11
,8.52,6.99
EMP0332,5.43,4.45
EMP0061,6.3,1.57
EMP0523,8.13,2.03
,10.76,2.69
EMP0507,7.18,5.89
EMP0479,8.35,2.09
EMP0345,7.23,1.81
EMP0779,10.51,2.63
EMP0238,4.6,3.77
EMP0703,7.55,6.19
EMP0035,4.8,1.2
EMP0576,3.39,2.78
EMP0480,7.88,6.46
EMP0195,7.62,6.25
EMP0718,6.94,5.69
EMP0534,7.23,5.93
EMP0233,12.0,9.84
EMP0657,6.99,5.73
EMP0260,8.22,2.06
EMP0306,6.36,5.22
EMP0630,7.87,6.45
EMP0389,7.02,1.75
EMP0797,6.74,1.69
EMP0804,10.31,8.45
EMP0829,9.28,2.32
EMP0623,7.62,1.91
EMP0186,3.71,3.04
EMP0268,6.82,5.59
EMP0588,11.72,9.61
EMP0656,7.03,1.76
EMP0315,9.17,7.52
EMP0477,9.71,7.96
EMP0397,7.75,6.35
EMP0797,6.05,4.96
EMP0776,3.5,0.88
EMP0282,8.49,6.96
EMP0663,6.1,5.0
EMP0547,7.68,6.3
EMP0635,5.4,4.43
EMP0177,6.98,5.72
EMP0163,7.45,1.86
EMP0410,7.83,6.42
EMP0550,5.62,4.61
EMP0248,9.32,7.64
EMP0593,6.44,5.28
EMP0481,4.72,3.87
EMP0800,7.23,5.93
EMP0180,7.46,1.86
EMP0688,7.66,6.28
EMP0170,9.58,7.86
EMP0296,7.02,5.76
EMP0720,7.21,5.91
EMP0205,5.63,4.62
EMP0402,8.71,7.14
EMP0112,7.69,6.31
,6.73,5.52
EMP0794,4.35,3.57
EMP0813,9.71,7.96
EMP0495,5.44,1.36
EMP0517,6.45,1.61
EMP0581,7.97,6.54
EMP0182,5.49,4.5
EMP0332,5.01,1.25
EMP0356,4.0,3.28
EMP0345,8.55,7.01
EMP0117,6.53,5.35
EMP0504,12.0,9.84
EMP0707,5.81,4.76
EMP0819,5.93,4.86
EMP0059,6.5,1.62
EMP0570,7.79,6.39
EMP0540,6.65,5.45
EMP0767,8.38,2.1
EMP0264,5.83,4.78
EMP0114,5.19,4.26
EMP0572,4.52,1.13
EMP0718,3.84,3.15
EMP0821,6.57,1.64
EMP0004,6.92,5.67
EMP0558,6.39,1.6
EMP0464,9.39,2.35
EMP0115,9.36,7.68
EMP0381,6.86,5.63
EMP0847,4.53,3.71
EMP0363,6.49,5.32
EMP0083,6.44,5.28
EMP0610,6.35,1.59
EMP0475,6.28,5.15
EMP0494,6.35,5.21
EMP0353,6.78,5.56
EMP0157,6.38,5.23
EMP0167,7.73,6.34
EMP0579,7.98,6.54
EMP0485,5.94,4.87
EMP0309,9.43,7.73
EMP0366,5.83,4.78
EMP0656,4.81,3.94
EMP0712,8.01,6.57
EMP0788,6.09,1.52
EMP0654,7.91,1.98
EMP0178,3.55,2.91
EMP0819,9.63,7.9
EMP0714,8.48,6.95
EMP0687,5.0,1.25
EMP0040,5.03,4.12
EMP0585,10.08,8.27
EMP0007,6.22,5.1
EMP0319,6.07,1.52
EMP0191,3.77,3.09
EMP0830,6.84,5.61
EMP0471,7.04,5.77
EMP0537,8.54,2.13
EMP0616,5.16,1.29
EMP0791,4.97,4.08
EMP0191,8.12,6.66
EMP0099,9.01,7.39
EMP0708,4.89,1.22
EMP0182,9.13,7.49
EMP0193,7.46,6.12
EMP0287,9.15,2.29
EMP0117,7.29,5.98
EMP0201,3.36,2.76
EMP0373,7.16,5.87
EMP0616,9.1,7.46
EMP0088,5.97,4.9
EMP0837,6.78,5.56
EMP0212,7.12,5.84
EMP0126,2.76,0.69
EMP0529,10.07,8.26
EMP0484,5.96,4.89
,8.21,6.73
EMP0438,7.26,1.81
EMP0787,9.41,2.35
EMP0472,8.05,6.6
EMP0175,7.02,5.76
EMP0010,5.97,4.9
EMP0549,8.68,7.12
EMP0844,4.4,3.61
EMP0339,8.43,2.11
EMP0282,5.64,4.62
EMP0623,9.4,7.71
EMP0710,7.66,6.28
EMP0648,8.43,6.91
EMP0712,7.53,6.17
EMP0166,4.6,3.77
EMP0705,6.02,1.5
EMP0280,8.48,6.95
EMP0071,7.67,6.29
EMP0127,9.29,7.62
EMP0316,8.05,2.01
EMP0640,5.85,4.8
EMP0209,6.13,5.03
EMP0531,7.56,1.89
EMP0567,3.7,3.03
EMP0194,10.08,8.27
EMP0208,8.11,6.65
EMP0848,9.36,7.68
EMP0839,4.87,3.99
EMP0602,9.39,7.7
EMP0418,10.97,2.74
EMP0138,5.29,4.34
EMP0159,8.63,7.08
EMP0053,7.4,6.07
EMP0540,4.93,4.04
EMP0265,8.19,2.05
EMP0468,8.73,7.16
EMP0129,6.44,5.28
EMP0138,9.27,7.6
EMP0427,4.73,3.88
EMP0784,5.01,4.11
EMP0759,7.62,6.25
EMP0626,7.44,1.86
EMP0111,6.25,5.12
EMP0060,8.7,2.17
EMP0279,8.25,6.76
EMP0782,8.77,7.19
EMP0301,7.2,5.9
EMP0152,8.36,6.86
EMP0305,6.69,5.49
EMP0733,10.69,8.77
EMP0754,6.1,5.0
EMP0329,10.77,8.83
EMP0299,7.46,1.86
EMP0302,5.2,1.3
EMP0765,9.59,7.86
EMP0700,7.6,6.23
EMP0534,8.76,7.18
EMP0245,9.36,7.68
EMP0562,7.9 hrs,6.51
EMP0372,6.45,5.29
EMP0645,8.96,7.35
EMP0355,7.4,1.85
EMP0193,8.5,6.97
EMP0426,3.95,3.24
EMP0345,8.12,6.66
EMP0160,6.38,1.59
EMP0196,10.05,8.24
EMP0413,8.4,2.1
EMP0205,7.78,6.38
EMP0144,8.18,2.04
EMP0386,5.8,4.76
EMP0499,10.0,2.5
EMP0585,10.59,8.68
EMP0389,8.03,2.01
EMP0363,9.94,8.15
EMP0164,6.49,5.32
EMP0017,6.12,5.02
EMP0604,7.47,6.13
EMP0763,8.1,6.64
EMP0420,6.77,5.55
EMP0076,8.26,6.77
EMP0474,7.89,6.47
EMP0303,5.8,4.76
EMP0260,8.23,6.75
EMP0577,8.78,7.2
,7.67,6.29
EMP0316,9.24,7.58
EMP0534,5.45,4.47
EMP0160,8.15,6.68
EMP0302,5.53,4.53
EMP0797,5.62,4.61
EMP0546,6.39,5.24
EMP0152,5.89,4.83
EMP0699,6.52,5.35
EMP0285,7.06,5.79
EMP0449,8.74,7.17
EMP0069,6.89,5.65
EMP0577,4.86,3.99
EMP0257,9.22,2.31
EMP0836,6.06,4.97
EMP0394,7.31,5.99
EMP0744,8.11,2.03
EMP0710,7.72,6.33
EMP0590,9.15,7.5
EMP0759,8.17,6.7
EMP0444,6.02,4.94
EMP0750,10.89,8.93
EMP0480,7.71,6.32
EMP0409,7.16,1.79
EMP0502,8.94,2.23
EMP0384,7.8,6.4
EMP0703,8.04,6.59
EMP0650,11.39,9.34
EMP0750,6.96,1.74
EMP0208,6.89,5.65
EMP0189,7.59,6.22
EMP0437,9.11,7.47
EMP0822,4.99,4.09
EMP0220,4.26,3.49
EMP0529,6.46,1.61
EMP0706,4.79,3.93
EMP0463,6.72,1.68
EMP0571,8.2,6.72
EMP0071,5.97,4.9
EMP0636,5.12,4.2
EMP0603,7.51,6.16
EMP0709,8.78,2.19
EMP0802,4.69,3.85
EMP0653,8.71,7.14
EMP0287,8.71,7.14
EMP0810,8.93,2.23
EMP0756,9.35,7.67
EMP0813,10.92,8.95
EMP0118,6.83,5.6
EMP0665,7.58,1.9
EMP0200,6.73,5.52
EMP0305,7.4,6.07
EMP0504,9.85,2.46
EMP0569,5.25,4.3
EMP0363,6.02,4.94
EMP0149,9.6,7.87
EMP0612,9.03,7.4
EMP0765,6.82,5.59
EMP0131,8.77,7.19
EMP0586,7.95,6.52
EMP0316,9.8,8.04
EMP0213,7.52,1.88
EMP0324,9.04,7.41
EMP0096,11.63,9.54
EMP0171,8.36,6.86
EMP0294,7.48,6.13
EMP0044,8.56,7.02
EMP0596,6.82,5.59
EMP0770,11.2 hrs,9.2
EMP0605,7.69,6.31
EMP0039,6.96,5.71
EMP0600,6.06,1.51
EMP0589,9.16,7.51
EMP0331,8.79,7.21
EMP0046,6.6,5.41
EMP0482,8.3 hrs,6.82
EMP0302,4.99,4.09
EMP0214,7.7,6.31
EMP0681,8.12,6.66
EMP0683,10.13,8.31
EMP0343,6.17,5.06
EMP0135,5.35,1.34
EMP0205,5.97,4.9
EMP0711,5.26,4.31
EMP0680,9.54,7.82
EMP0764,9.88,8.1
EMP0043,7.91,6.49
EMP0437,9.35,7.67
EMP0210,7.6 hrs,6.24
,7.25,5.94
EMP0524,6.87,5.63
EMP0674,6.9,5.66
EMP0536,4.92,4.03
EMP0560,7.82,6.41
EMP0717,7.34,6.02
EMP0763,8.59,7.04
EMP0680,7.55,6.19
EMP0847,7.14,1.78
EMP0134,6.01,4.93
EMP0114,7.52,6.17
EMP0045,8.58,7.04
EMP0484,5.57,4.57
EMP0121,7.54,6.18
EMP0382,7.77,6.37
EMP0434,6.25,5.12
EMP0465,6.46,5.3
EMP0377,7.77,1.94
EMP0638,5.59,4.58
EMP0178,7.96,6.53
EMP0615,5.97,4.9
EMP0322,9.1,7.46
EMP0191,11.14,9.13
EMP0030,6.02,1.5
EMP0850,8.25,6.76
EMP0708,6.24,5.12
EMP0243,9.07,7.44
EMP0642,5.38,4.41
EMP0545,8.17,6.7
EMP0161,6.0,4.92
EMP0824,7.07,5.8
EMP0265,5.75,4.71
EMP0485,8.72,7.15
EMP0641,6.06,4.97
EMP0117,8.28,6.79
EMP0114,6.85,5.62
EMP0336,7.22,1.8
EMP0393,7.64,6.26
EMP0430,6.18,5.07
EMP0301,7.74,6.35
EMP0466,9.85,8.08
EMP0255,6.16,5.05
EMP0379,9.27,7.6
EMP0807,9.8,8.04
EMP0523,6.09,4.99
EMP0339,5.07,4.16
EMP0223,7.88,6.46
EMP0737,6.52,5.35
,10.39,2.6
EMP0419,7.46,6.12
EMP0541,6.12,5.02
EMP0324,5.56,4.56
EMP0805,9.14,2.29
EMP0775,6.49,1.62
EMP0008,7.47,1.87
EMP0246,8.9 hrs,7.32
EMP0774,6.63,5.44
EMP0427,7.33,6.01
EMP0010,7.37,6.04
EMP0557,8.49,6.96
EMP0272,8.35,6.85
EMP0538,7.05,5.78
EMP0786,7.5,6.15
EMP0229,6.81,5.58
EMP0602,5.04,4.13
EMP0564,7.81,6.4
EMP0689,10.43,8.55
EMP0407,5.99,1.5
EMP0540,6.16,1.54
EMP0848,6.01,1.5
EMP0427,8.56,2.14
EMP0415,8.12,6.66
EMP0055,7.15,5.86
EMP0767,5.93,4.86
EMP0429,7.55,1.89
EMP0012,4.9,4.02
EMP0150,7.63,6.26
EMP0535,8.79,2.2
EMP0590,5.4,4.43
EMP0452,4.95,1.24
EMP0600,9.93,8.14
EMP0555,6.42,1.6
EMP0418,9.22,2.31
EMP0658,7.15,5.86
EMP0570,7.14,5.85
EMP0066,8.1 hrs,2.02
EMP0628,5.99,4.91
EMP0018,7.6 hrs,1.9
EMP0208,6.79,5.57
EMP0618,5.29,4.34
EMP0810,7.94,6.51
EMP0455,6.98,5.72
EMP0106,7.15,5.86
EMP0007,5.46,4.48
EMP0750,9.95,8.16
EMP0174,8.8,2.2
EMP0323,8.94,7.33
EMP0827,6.91,5.67
EMP0735,4.63,3.8
EMP0156,10.52,8.63
EMP0494,7.3,5.99
EMP0646,6.2,1.55
EMP0417,8.07,2.02
EMP0184,9.27,7.6
EMP0675,7.36,1.84
EMP0280,9.45,7.75
EMP0708,9.13,7.49
EMP0816,5.68,4.66
EMP0845,6.32,5.18
,8.93,7.32
EMP0432,3.06,2.51
EMP0456,7.16,5.87
EMP0721,5.11,4.19
EMP0359,6.64,5.44
EMP0348,6.92,5.67
EMP0688,6.83,5.6
EMP0781,6.52,5.35
EMP0219,5.64,4.62
EMP0435,11.07,9.08
EMP0007,10.39,8.52
EMP0200,5.54,1.39
EMP0713,9.93,2.48
EMP0050,6.76,1.69
EMP0456,7.61,6.24
EMP0033,7.3,5.99
EMP0409,6.34,5.2
EMP0563,8.97,7.36
EMP0605,7.6,6.23
EMP0270,6.64,5.44
EMP0325,5.31,1.33
EMP0271,5.97,4.9
EMP0132,4.77,3.91
EMP0450,7.42,6.08
EMP0345,5.49,4.5
EMP0249,6.98,5.72
EMP0290,9.59,7.86
EMP0728,9.32,7.64
EMP0843,7.35,1.84
EMP0506,7.26,5.95
EMP0512,10.41,2.6
EMP0134,8.23,2.06
,6.88,5.64
EMP0660,5.12,4.2
EMP0845,8.03,6.58
EMP0312,8.73,7.16
EMP0527,6.39,5.24
EMP0304,7.87,6.45
EMP0112,6.82,5.59
EMP0394,7.11,1.78
EMP0801,3.42,0.85
EMP0587,7.05,1.76
EMP0706,8.95,7.34
EMP0001,6.39,5.24
EMP0101,7.48,1.87
EMP0751,6.19,5.08
EMP0583,7.98,6.54
EMP0240,7.05,5.78
EMP0707,5.9,4.84
EMP0515,9.53,2.38
EMP0332,8.89,7.29
EMP0498,6.43,5.27
EMP0822,8.2,6.72
EMP0834,8.26,6.77
EMP0027,8.43,6.91
EMP0625,4.69,3.85
EMP0422,9.01,7.39
EMP0319,6.5 hrs,5.32
EMP0766,6.83,1.71
EMP0562,11.62,2.9
EMP0145,7.88,6.46
EMP0262,6.78,5.56
EMP0118,3.87,3.17
EMP0067,9.62,2.4
EMP0150,5.25,4.3
EMP0558,5.79,4.75
EMP0052,6.87,1.72
EMP0194,9.67,7.93
EMP0765,8.64,7.08
EMP0717,7.15,1.79
EMP0216,7.89,6.47
EMP0526,6.44,5.28
EMP0846,7.62,6.25
EMP0545,7.52,6.17
EMP0739,8.95,2.24
EMP0164,8.95,2.24
EMP0437,8.19,6.72
EMP0357,6.82,5.59
EMP0293,8.59,2.15
EMP0740,7.25,5.94
EMP0827,5.67,4.65
EMP0393,6.75,1.69
EMP0614,7.54,6.18
EMP0206,8.86,2.21
EMP0613,7.11,5.83
EMP0055,5.47,1.37
EMP0210,7.49,6.14
EMP0626,7.58,6.22
EMP0808,7.7,6.31
EMP0209,8.87,7.27
EMP0643,9.03,7.4
EMP0058,6.45,1.61
EMP0383,6.41,5.26
EMP0262,5.74,4.71
EMP0262,8.52,6.99
EMP0099,9.72,7.97
EMP0576,6.9,1.73
EMP0404,7.01,5.75
EMP0614,9.75,2.44
EMP0373,8.21,6.73
EMP0395,8.1,6.64
EMP0406,5.49,4.5
EMP0199,8.49,6.96
EMP0007,5.91,4.85
EMP0726,5.59,4.58
EMP0777,6.85,5.62
EMP0807,6.46,5.3
EMP0136,7.05,1.76
EMP0656,5.09,4.17
EMP0633,8.93,7.32
EMP0565,9.2,7.54
EMP0693,4.28,3.51
EMP0189,8.97,7.36
EMP0318,6.1,5.0
EMP0785,8.77,7.19
EMP0123,7.29,5.98
EMP0563,7.45,6.11
EMP0671,7.1,5.82
EMP0399,9.34,7.66
EMP0072,5.42,4.44
EMP0421,8.37,6.86
EMP0737,9.16,2.29
EMP0079,8.55,2.14
EMP0387,11.12,9.12
EMP0439,6.55,5.37
EMP0464,8.93,7.32
EMP0462,7.23,5.93
EMP0525,9.37,7.68
EMP0703,7.39,6.06
EMP0549,6.78,5.56
EMP0370,9.49,2.37
EMP0041,6.61,5.42
EMP0648,5.14,1.28
EMP0258,6.57,5.39
EMP0353,8.39,6.88
EMP0595,9.63,2.41
EMP0101,7.58,1.9
EMP0563,9.51,7.8
EMP0790,5.23,4.29
EMP0033,6.69,5.49
EMP0493,6.94,5.69
EMP0654,7.22,5.92
EMP0272,7.53,1.88
EMP0430,8.51,6.98
EMP0012,6.69,5.49
EMP0132,7.62,6.25
EMP0437,7.33,6.01
EMP0122,5.92,4.85
EMP0204,7.22,5.92
EMP0766,7.17,1.79
EMP0134,7.14,1.78
EMP0581,7.45,6.11
EMP0163,7.52,6.17
EMP0348,6.71,5.5
EMP0846,9.44,7.74
EMP0823,5.53,4.53
EMP0787,6.25,1.56
EMP0324,11.85,2.96
EMP0826,5.74,1.44
EMP0386,5.23,4.29
EMP0416,8.58,7.04
EMP0429,4.08,3.35
EMP0050,7.02,5.76
EMP0796,10.83,8.88
EMP0705,4.93,4.04
EMP0658,4.23,3.47
EMP0821,5.0,1.25
EMP0211,8.84,7.25
EMP0780,9.2,2.3
EMP0672,6.58,1.65
EMP0310,8.49,6.96
EMP0199,9.62,7.89
EMP0702,10.26,8.41
EMP0167,7.01,5.75
EMP0448,3.72,3.05
EMP0207,6.09,4.99
EMP0192,6.72,5.51
EMP0340,6.99,5.73
EMP0153,7.1,1.77
EMP0095,9.19,7.54
EMP0331,9.44,7.74
EMP0743,7.13,5.85
EMP0527,9.16,7.51
EMP0351,7.97,6.54
EMP0590,7.5,6.15
EMP0606,8.85,7.26
EMP0796,7.52,1.88
EMP0018,10.69,8.77
EMP0079,5.1,4.18
EMP0624,6.58,5.4
EMP0024,7.2,5.9
EMP0342,8.1,6.64
EMP0395,9.43,7.73
EMP0452,7.36,6.04
EMP0485,5.12,4.2
EMP0066,8.75,7.17
EMP0002,8.61,7.06
EMP0362,4.29,3.52
EMP0450,7.39,1.85
EMP0103,4.86,3.99
EMP0431,6.34,5.2
EMP0085,5.96,4.89
EMP0005,8.69,7.13
EMP0355,7.59,6.22
EMP0179,5.34,4.38
EMP0228,8.81,7.22
EMP0655,5.11,1.28
EMP0645,7.93,6.5
EMP0062,6.1,5.0
EMP0604,6.81,5.58
EMP0711,8.21,6.73
